locationabbr,locationdesc,ffy_year,topicdesc,measuredesc,submeasure,data_value,data_value_unit,data_value_type,geolocation,source,topictypeid,topicid,measureid,submeasureid,displayorder,:@computed_region_hjsp_umg2
LA,Louisiana,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,14.1,%,Percent,"{'latitude': '31.31266064400046', 'longitude': '-92.44568007099969', 'human_address': '{""address"": """", ""city"": """", ""state"": ""LA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,22
ME,Maine,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,3.3,%,Percent,"{'latitude': '45.254228894000505', 'longitude': '-68.98503133599962', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ME"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,49
MD,Maryland,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,10.8,%,Percent,"{'latitude': '39.29058096400047', 'longitude': '-76.60926011099963', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MD"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,45
MA,Massachusetts,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,11.2,%,Percent,"{'latitude': '42.27687047000046', 'longitude': '-72.08269067499964', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,25
MI,Michigan,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,13.1,%,Percent,"{'latitude': '44.6613195430005', 'longitude': '-84.71439026999968', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MI"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,50
MN,Minnesota,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,4.6,%,Percent,"{'latitude': '46.35564873600049', 'longitude': '-94.79420050299967', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MN"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,1
MS,Mississippi,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,1.7,%,Percent,"{'latitude': '32.745510099000455', 'longitude': '-89.53803082499968', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MS"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,32
MO,Missouri,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,7.7,%,Percent,"{'latitude': '38.635790776000476', 'longitude': '-92.56630005299968', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MO"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,18
MT,Montana,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,2.9,%,Percent,"{'latitude': '47.06652897200047', 'longitude': '-109.42442064499971', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MT"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,2
NE,Nebraska,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,9.9,%,Percent,"{'latitude': '41.6410409880005', 'longitude': '-99.36572062299967', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NE"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,19
NV,Nevada,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,1.4,%,Percent,"{'latitude': '39.493240390000494', 'longitude': '-117.07184056399967', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NV"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,10
NH,New Hampshire,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,16.8,%,Percent,"{'latitude': '43.65595011300047', 'longitude': '-71.50036091999965', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NH"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,26
NJ,New Jersey,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,17.8,%,Percent,"{'latitude': '40.13057004800049', 'longitude': '-74.27369128799967', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NJ"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,46
NM,New Mexico,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,9.5,%,Percent,"{'latitude': '34.52088095200048', 'longitude': '-106.24058098499967', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NM"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,11
NY,New York,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,4.0,%,Percent,"{'latitude': '42.82700103200045', 'longitude': '-75.54397042699964', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NY"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,47
NC,North Carolina,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,14.3,%,Percent,"{'latitude': '35.466220975000454', 'longitude': '-79.15925046299964', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NC"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,37
ND,North Dakota,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,3.4,%,Percent,"{'latitude': '47.47531977900047', 'longitude': '-100.11842104899966', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ND"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,3
OH,Ohio,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,10.8,%,Percent,"{'latitude': '40.06021014100048', 'longitude': '-82.40426005599966', 'human_address': '{""address"": """", ""city"": """", ""state"": ""OH"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,38
OK,Oklahoma,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,13.0,%,Percent,"{'latitude': '35.47203135600046', 'longitude': '-97.52107021399968', 'human_address': '{""address"": """", ""city"": """", ""state"": ""OK"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,20
OR,Oregon,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,4.5,%,Percent,"{'latitude': '44.56744942400047', 'longitude': '-120.15503132599969', 'human_address': '{""address"": """", ""city"": """", ""state"": ""OR"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,12
PA,Pennsylvania,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,9.9,%,Percent,"{'latitude': '40.79373015200048', 'longitude': '-77.86070029399963', 'human_address': '{""address"": """", ""city"": """", ""state"": ""PA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,48
RI,Rhode Island,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,12.0,%,Percent,"{'latitude': '41.70828019300046', 'longitude': '-71.52247031399963', 'human_address': '{""address"": """", ""city"": """", ""state"": ""RI"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,27
SC,South Carolina,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,5.4,%,Percent,"{'latitude': '33.998821303000454', 'longitude': '-81.04537120699968', 'human_address': '{""address"": """", ""city"": """", ""state"": ""SC"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,33
SD,South Dakota,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,6.2,%,Percent,"{'latitude': '44.353130053000484', 'longitude': '-100.3735306369997', 'human_address': '{""address"": """", ""city"": """", ""state"": ""SD"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,21
TN,Tennessee,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,7.5,%,Percent,"{'latitude': '35.68094058000048', 'longitude': '-85.77449091399967', 'human_address': '{""address"": """", ""city"": """", ""state"": ""TN"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,39
TX,Texas,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,9.0,%,Percent,"{'latitude': '31.827240407000488', 'longitude': '-99.42677020599967', 'human_address': '{""address"": """", ""city"": """", ""state"": ""TX"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,23
UT,Utah,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,7.2,%,Percent,"{'latitude': '39.360700171000474', 'longitude': '-111.58713063499971', 'human_address': '{""address"": """", ""city"": """", ""state"": ""UT"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,13
VT,Vermont,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,11.5,%,Percent,"{'latitude': '43.62538123900049', 'longitude': '-72.51764079099962', 'human_address': '{""address"": """", ""city"": """", ""state"": ""VT"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,28
VA,Virginia,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,9.5,%,Percent,"{'latitude': '37.54268067400045', 'longitude': '-78.45789046299967', 'human_address': '{""address"": """", ""city"": """", ""state"": ""VA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,40
WA,Washington,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,11.1,%,Percent,"{'latitude': '47.52227862900048', 'longitude': '-120.47001078999972', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,6
WV,West Virginia,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,10.0,%,Percent,"{'latitude': '38.66551020200046', 'longitude': '-80.71264013499967', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WV"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,42
WI,Wisconsin,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,6.8,%,Percent,"{'latitude': '44.39319117400049', 'longitude': '-89.81637074199966', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WI"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,41
WY,Wyoming,2017,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,11.7,%,Percent,"{'latitude': '43.23554134300048', 'longitude': '-108.10983035299967', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WY"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,14
AL,Alabama,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,8.5,%,Percent,"{'latitude': '32.84057112200048', 'longitude': '-86.63186076199969', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AL"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,29
AK,Alaska,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,5.5,%,Percent,"{'latitude': '64.84507995700051', 'longitude': '-147.72205903599973', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AK"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,51
AZ,Arizona,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,14.8,%,Percent,"{'latitude': '34.865970280000454', 'longitude': '-111.76381127699972', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AZ"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,7
AR,Arkansas,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,3.0,%,Percent,"{'latitude': '34.74865012400045', 'longitude': '-92.27449074299966', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AR"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,15
CA,California,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,7.6,%,Percent,"{'latitude': '37.63864012300047', 'longitude': '-120.99999953799971', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,8
CO,Colorado,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,9.0,%,Percent,"{'latitude': '38.843840757000464', 'longitude': '-106.13361092099967', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CO"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,9
CT,Connecticut,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,9.0,%,Percent,"{'latitude': '41.56266102000046', 'longitude': '-72.64984095199964', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CT"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,24
DE,Delaware,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,6.7,%,Percent,"{'latitude': '39.008830667000495', 'longitude': '-75.57774116799965', 'human_address': '{""address"": """", ""city"": """", ""state"": ""DE"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,43
DC,District of Columbia,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,3.6,%,Percent,"{'latitude': '38.89037138500049', 'longitude': '-77.03196112699965', 'human_address': '{""address"": """", ""city"": """", ""state"": ""DC"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,44
FL,Florida,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,14.2,%,Percent,"{'latitude': '28.932040377000476', 'longitude': '-81.92896053899966', 'human_address': '{""address"": """", ""city"": """", ""state"": ""FL"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,30
GA,Georgia,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,11.6,%,Percent,"{'latitude': '32.83968109300048', 'longitude': '-83.62758034599966', 'human_address': '{""address"": """", ""city"": """", ""state"": ""GA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,31
HI,Hawaii,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,3.3,%,Percent,"{'latitude': '21.304850435000446', 'longitude': '-157.85774940299973', 'human_address': '{""address"": """", ""city"": """", ""state"": ""HI"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,4
ID,Idaho,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,8.0,%,Percent,"{'latitude': '43.682630005000476', 'longitude': '-114.3637300419997', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ID"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,5
IL,Illinois,2016,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,15.9,%,Percent,"{'latitude': '40.48501028300046', 'longitude': '-88.99771017799969', 'human_address': '{""address"": """", ""city"": """", ""state"": ""IL"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,34
